YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-04,WEEKDAY,18,TRAIN,NE1/CC29,152841,81904
2025-04,WEEKDAY,14,TRAIN,EW3,17790,17522
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT4,945,1160
2025-04,WEEKDAY,9,TRAIN,TE22,491,3730
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE16,4339,3151
2025-04,WEEKDAY,23,TRAIN,BP2,37,445
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW17,9539,12850
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS17/CC15,4640,9478
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC6,73,38
2025-04,WEEKDAY,6,TRAIN,CC25,5962,8772
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW26,16498,17679
2025-04,WEEKDAY,21,TRAIN,CC20,2953,5075
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,DT27,3923,2747
2025-04,WEEKDAY,20,TRAIN,SE1,1635,7292
2025-04,WEEKDAY,11,TRAIN,EW4,13020,6462
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW27,12571,7212
2025-04,WEEKDAY,7,TRAIN,NS27/CE2/TE20,1256,8589
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NS10,21118,12460
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS3,12006,6746
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,CC25,3101,2591
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1670,1939
2025-04,WEEKDAY,12,TRAIN,EW4,13272,8066
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW27,17829,12813
2025-04,WEEKDAY,12,TRAIN,SW6,3983,2415
2025-04,WEEKDAY,12,TRAIN,EW25,7479,5576
2025-04,WEEKDAY,16,TRAIN,NS25/EW13,52726,40250
2025-04,WEEKDAY,22,TRAIN,TE7,1435,5020
2025-04,WEEKDAY,7,TRAIN,CG1/DT35,3151,35208
2025-04,WEEKDAY,15,TRAIN,SE3,2026,3539
2025-04,WEEKDAY,8,TRAIN,CC21,15839,14431
2025-04,WEEKDAY,23,TRAIN,NS4/BP1,6084,16419
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW26,10677,18245
2025-04,WEEKDAY,6,TRAIN,PE1,6203,1466
2025-04,WEEKDAY,20,TRAIN,SW6,1646,6675
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC24,1784,1472
2025-04,WEEKDAY,10,TRAIN,PW5,2397,1307
2025-04,WEEKDAY,14,TRAIN,EW17,22269,23359
2025-04,WEEKDAY,22,TRAIN,NE1/CC29,52137,10442
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW9,7795,11850
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE5,7241,7403
2025-04,WEEKDAY,17,TRAIN,CC25,23469,9153
2025-04,WEEKDAY,11,TRAIN,TE15,6676,8866
2025-04,WEEKDAY,15,TRAIN,CC21,13669,11399
2025-04,WEEKDAY,5,TRAIN,NS15,4555,2613
2025-04,WEEKDAY,13,TRAIN,PE3,7029,6879
2025-04,WEEKDAY,5,TRAIN,DT8,161,314
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,TE11,374,975
2025-04,WEEKDAY,20,TRAIN,NE10,13025,20460
2025-04,WEEKDAY,17,TRAIN,NE8,42564,47587
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NE11,818,1819
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT30,3295,3327
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW22,1196,2898
2025-04,WEEKDAY,17,TRAIN,NS16,59750,84006
2025-04,WEEKDAY,13,TRAIN,DT10,6179,3001
2025-04,WEEKDAY,10,TRAIN,SE1,4542,1708
2025-04,WEEKDAY,13,TRAIN,TE12,4902,6379
2025-04,WEEKDAY,17,TRAIN,DT5,22602,28061
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT13,4322,4407
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,9856,8892
2025-04,WEEKDAY,9,TRAIN,NS12,28218,10797
2025-04,WEEKDAY,23,TRAIN,DT29,863,5165
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW31,1198,351
2025-04,WEEKDAY,11,TRAIN,NS5,25030,13317
2025-04,WEEKDAY,7,TRAIN,DT34,11760,10061
2025-04,WEEKDAY,0,TRAIN,CC21,94,296
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS9/TE2,28809,35453
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SW3,569,78
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS19,9978,17561
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE14/NS22,39319,56085
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,SE2,589,15
2025-04,WEEKDAY,11,TRAIN,PW3,910,497
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC5,2845,3160
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP8,655,733
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW24/NS1,41637,35953
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT30,297,12
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW30,1084,502
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW17,12554,11679
2025-04,WEEKDAY,19,TRAIN,NE4/DT19,95249,62528
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT10,2052,1479
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT13,1767,1842
2025-04,WEEKDAY,8,TRAIN,TE1,8975,38445
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC17/TE9,2225,2330
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,SW1,1527,1561
2025-04,WEEKDAY,19,TRAIN,CC17/TE9,8315,13167
2025-04,WEEKDAY,6,TRAIN,BP10,10255,1511
2025-04,WEEKDAY,13,TRAIN,NS19,38193,36898
2025-04,WEEKDAY,22,TRAIN,BP6/DT1,13845,39916
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE27,2259,2722
2025-04,WEEKDAY,11,TRAIN,DT8,5749,2084
2025-04,WEEKDAY,10,TRAIN,EW26,30879,10096
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE3,39,644
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE1,1670,2812
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT4,48,0
2025-04,WEEKDAY,0,TRAIN,NS28,5,19
2025-04,WEEKDAY,14,TRAIN,NS11,27712,31386
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC23,2448,2015
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP2,191,950
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS23,6633,1918
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,PE2,1600,3413
2025-04,WEEKDAY,20,TRAIN,TE25,1330,3890
2025-04,WEEKDAY,0,TRAIN,DT2,15,388
2025-04,WEEKDAY,7,TRAIN,NS13,170112,60760
2025-04,WEEKDAY,8,TRAIN,TE4,10623,14132
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS25/EW13,93,135
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,204,32
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,DT28,26,585
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW20,6138,5038
2025-04,WEEKDAY,23,TRAIN,NE18,1321,1986
2025-04,WEEKDAY,19,TRAIN,SW3,1510,5196
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE16,3982,2409
2025-04,WEEKDAY,17,TRAIN,DT33,24151,32535
2025-04,WEEKDAY,22,TRAIN,PW1,856,111
2025-04,WEEKDAY,9,TRAIN,CC14,11265,8550
2025-04,WEEKDAY,6,TRAIN,NE16/STC,56493,23053
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS9/TE2,1080,3936
2025-04,WEEKDAY,23,TRAIN,EW19,1776,7717
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW29,3037,4620
2025-04,WEEKDAY,6,TRAIN,DT17,761,13401
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC7,638,2050
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT30,869,4376
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1348,1195
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP7,90,374
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW27,17988,14274
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT22,4724,6704
2025-04,WEEKDAY,11,TRAIN,DT33,14247,4951
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1511,1914
2025-04,WEEKDAY,21,TRAIN,CC14,3574,6599
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,TE23,1534,1887
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT4,79,493
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS5,15462,8712
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SE3,100,922
2025-04,WEEKDAY,20,TRAIN,NE11,14629,16965
2025-04,WEEKDAY,15,TRAIN,SW6,3501,4434
2025-04,WEEKDAY,10,TRAIN,SW6,4076,1383
2025-04,WEEKDAY,9,TRAIN,BP10,4739,2325
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1388,205
2025-04,WEEKDAY,11,TRAIN,EW15,26434,41795
2025-04,WEEKDAY,11,TRAIN,BP11,3204,1634
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW7,6005,3707
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE11,1538,1312
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,NS7,18683,15126
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1671,1280
2025-04,WEEKDAY,0,TRAIN,DT18,343,181
2025-04,WEEKDAY,11,TRAIN,NS16,35144,26949
2025-04,WEEKDAY,8,TRAIN,DT28,31406,39788
2025-04,WEEKDAY,17,TRAIN,PW1,3991,3641
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS2,8021,3332
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS5,1612,7260
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW11,2076,3161
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,CC21,5435,4895
2025-04,WEEKDAY,10,TRAIN,NS21/DT11,47460,48528
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,SE5,1279,1554
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT5,375,42
2025-04,WEEKDAY,10,TRAIN,CC28,3936,2697
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS27/CE2/TE20,2087,2850
2025-04,WEEKDAY,9,TRAIN,PW4,5676,3072
2025-04,WEEKDAY,12,TRAIN,TE29,2579,2003
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,324
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1744,749
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CG2,4813,3110
2025-04,WEEKDAY,11,TRAIN,NE13,21800,14430
2025-04,WEEKDAY,14,TRAIN,BP10,2685,3531
2025-04,WEEKDAY,20,TRAIN,EW29,27879,9213
2025-04,WEEKDAY,5,TRAIN,DT31,2285,61
2025-04,WEEKDAY,23,TRAIN,EW2/DT32,7353,21733
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW1,9684,16798
2025-04,WEEKDAY,20,TRAIN,TE3,6879,15221
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NE18,6567,6701
2025-04,WEEKDAY,0,TRAIN,NE18,0,424
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC26,2,113
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE13,1836,1607
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS16,11226,5634
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE8,12916,20680
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS7,8276,1089
2025-04,WEEKDAY,21,TRAIN,NE14,13191,45228
2025-04,WEEKDAY,6,TRAIN,DT2,3358,2369
2025-04,WEEKDAY,19,TRAIN,TE18,19604,11858
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE13,1805,2314
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW19,50,378
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,25057,24081
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE26,8070,8057
2025-04,WEEKDAY,13,TRAIN,BP8,2368,1740
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,CC27,1128,981
2025-04,WEEKDAY,11,TRAIN,CG2,15977,23921
2025-04,WEEKDAY,11,TRAIN,EW2/DT32,41529,36752
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SE5,1254,1406
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,25917,22246
2025-04,WEEKDAY,7,TRAIN,EW9,57956,34199
2025-04,WEEKDAY,17,TRAIN,EW12/DT14,111716,72213
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW8/CC9,34839,30638
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,SE2,3698,1474
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,32711,35091
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,BP10,1386,2074
2025-04,WEEKDAY,12,TRAIN,EW28,24412,15189
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW7,8364,7654
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS11,16153,17863
2025-04,WEEKDAY,10,TRAIN,CC12,5448,2471
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW22,3025,2215
2025-04,WEEKDAY,5,TRAIN,NE10,1657,671
2025-04,WEEKDAY,13,TRAIN,PW1,1732,2727
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS15,2513,5363
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,DT22,4150,6488
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NS4/BP1,18446,16734
2025-04,WEEKDAY,5,TRAIN,NS19,6272,2866
2025-04,WEEKDAY,21,TRAIN,EW19,8452,20289
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC20,704,506
2025-04,WEEKDAY,22,TRAIN,EW11,11797,14656
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,SE3,1183,1375
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW1,12811,15343
2025-04,WEEKDAY,13,TRAIN,NS24/NE6/CC1,42195,39691
2025-04,WEEKDAY,23,TRAIN,EW30,214,564
2025-04,WEEKDAY,6,TRAIN,DT7,2736,3318
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,17046,19390
2025-04,WEEKDAY,19,TRAIN,CC10/DT26,25819,28162
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,BP8,358,98
2025-04,WEEKDAY,15,TRAIN,DT29,4672,6167
2025-04,WEEKDAY,5,TRAIN,TE14/NS22,828,1598
2025-04,WEEKDAY,19,TRAIN,EW24/NS1,140144,107922
2025-04,WEEKDAY,7,TRAIN,PW6,6892,2058
2025-04,WEEKDAY,21,TRAIN,PW1,2119,288
2025-04,WEEKDAY,16,TRAIN,TE12,8536,3880
2025-04,WEEKDAY,9,TRAIN,DT25,7133,6248
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP10,6,27
2025-04,WEEKDAY,12,TRAIN,CC10/DT26,16360,11181
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE12,1732,1025
2025-04,WEEKDAY,18,TRAIN,TE18,29794,18472
2025-04,WEEKDAY,9,TRAIN,NS7,42793,27102
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE24,1459,1804
2025-04,WEEKDAY,5,TRAIN,BP11,4550,291
2025-04,WEEKDAY,5,TRAIN,DT23,116,0
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT5,4061,4102
2025-04,WEEKDAY,11,TRAIN,BP3,4002,2047
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,SW7,1031,258
2025-04,WEEKDAY,8,TRAIN,NE16/STC,129893,27571
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,PW6,46,301
2025-04,WEEKDAY,18,TRAIN,EW24/NS1,236216,169782
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,SW3,480,1316
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,SW5,4680,3943
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS25/EW13,8494,49848
2025-04,WEEKDAY,0,TRAIN,NE10,101,425
2025-04,WEEKDAY,7,TRAIN,NS9/TE2,163523,81285
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW17,11652,12348
2025-04,WEEKDAY,14,TRAIN,NS19,34312,36558
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NE17/PTC,25641,30154
2025-04,WEEKDAY,21,TRAIN,CC25,4136,6031
2025-04,WEEKDAY,13,TRAIN,DT21,8026,9014
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW12/DT14,22764,8923
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC6,12499,1236
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW23,204,1142
2025-04,WEEKDAY,7,TRAIN,DT7,7130,17413
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS24/NE6/CC1,27667,21956
2025-04,WEEKDAY,13,TRAIN,DT31,8034,6983
2025-04,WEEKDAY,18,TRAIN,CC10/DT26,68134,36423
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE7/DT12,8278,20183
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE1/CC29,11816,36777
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS25/EW13,10416,1429
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT21,3444,2701
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE7,4707,2787
2025-04,WEEKDAY,0,TRAIN,CC24,156,143
2025-04,WEEKDAY,12,TRAIN,SE5,3058,1859
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC7,301,22
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC27,952,272
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE15,4739,13163
2025-04,WEEKDAY,22,TRAIN,TE16,4670,7188
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT20,2980,3179
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE13,16357,11453
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS14,518,2290
2025-04,WEEKDAY,6,TRAIN,PW4,9630,1004
2025-04,WEEKDAY,0,TRAIN,SW8,15,242
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SE1,987,361
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE29,1999,851
2025-04,WEEKDAY,18,TRAIN,SE2,5335,16152
2025-04,WEEKDAY,0,TRAIN,NS16,825,5933
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS19,5368,14668
2025-04,WEEKDAY,18,TRAIN,EW2/DT32,103407,204177
2025-04,WEEKDAY,11,TRAIN,SE3,2984,1246
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NE11,1230,1308
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2506,1247
2025-04,WEEKDAY,7,TRAIN,CC7,14469,17385
2025-04,WEEKDAY,20,TRAIN,NS16,34861,65883
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2318,2596
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2448,8664
2025-04,WEEKDAY,20,TRAIN,EW3,11597,27637
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,24362,20067
2025-04,WEEKDAY,14,TRAIN,NS15,19926,12755
2025-04,WEEKDAY,12,TRAIN,BP3,3771,2461
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP11,2444,887
2025-04,WEEKDAY,7,TRAIN,SW3,9512,4728
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT34,171,7
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,SW7,289,1409
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,10081,5001
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW21/CC22,6870,7855
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW5,8490,15803
2025-04,WEEKDAY,23,TRAIN,TE14/NS22,15916,5004
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS14,16214,14888
2025-04,WEEKDAY,6,TRAIN,DT8,2534,6092
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,BP4,743,748
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE14/NS22,10945,50879
2025-04,WEEKDAY,11,TRAIN,CC10/DT26,15381,8991
2025-04,WEEKDAY,18,TRAIN,EW6,18084,38419
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2161,2448
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT22,5432,6627
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW6,6583,3541
2025-04,WEEKDAY,19,TRAIN,CG2,29430,24748
2025-04,WEEKDAY,15,TRAIN,CC27,5537,2312
2025-04,WEEKDAY,8,TRAIN,EW32,3730,25809
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1153,4573
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW33,2388,1194
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS23,1544,6128
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW10,6381,4872
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,298,738
2025-04,WEEKDAY,13,TRAIN,PE5,7608,6461
2025-04,WEEKDAY,12,TRAIN,DT21,7301,9893
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,27957,34001
2025-04,WEEKDAY,8,TRAIN,EW10,34248,15016
2025-04,WEEKDAY,11,TRAIN,NS14,28622,15599
2025-04,WEEKDAY,19,TRAIN,CE1/DT16,49254,50765
2025-04,WEEKDAY,19,TRAIN,BP3,2962,13255
2025-04,WEEKDAY,20,TRAIN,EW5,26596,44446
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE5,1937,1927
2025-04,WEEKDAY,5,TRAIN,CC3,69,48
2025-04,WEEKDAY,7,TRAIN,EW8/CC9,47371,55200
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW4,1720,718
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT18,3488,2760
2025-04,WEEKDAY,13,TRAIN,EW16/NE3/TE17,32991,49799
2025-04,WEEKDAY,12,TRAIN,EW16/NE3/TE17,49046,39662
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW22,16,105
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC3,1718,1172
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE24,1769,1310
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW3,670,431
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC11,2490,4167
2025-04,WEEKDAY,21,TRAIN,NS17/CC15,15272,27598
2025-04,WEEKDAY,0,TRAIN,TE12,39,69
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE1,3019,1699
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,PW6,963,251
2025-04,WEEKDAY,15,TRAIN,NS25/EW13,46042,41439
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP5,1113,840
2025-04,WEEKDAY,23,TRAIN,NE10,2410,6073
2025-04,WEEKDAY,15,TRAIN,NS8,17501,14111
2025-04,WEEKDAY,5,TRAIN,DT22,1495,3
2025-04,WEEKDAY,7,TRAIN,CC21,12138,13718
2025-04,WEEKDAY,13,TRAIN,TE26,12205,13019
2025-04,WEEKDAY,12,TRAIN,SE1,4672,2829
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW3,766,3780
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,PE1,36,334
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT22,8453,8176
2025-04,WEEKDAY,15,TRAIN,DT33,12519,13307
2025-04,WEEKDAY,9,TRAIN,PW2,60,91
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE29,2234,950
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SW6,745,187
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC6,15413,402
2025-04,WEEKDAY,7,TRAIN,SW5,27189,8447
2025-04,WEEKDAY,13,TRAIN,NE5,11454,13975
2025-04,WEEKDAY,20,TRAIN,EW10,7599,20280
2025-04,WEEKDAY,8,TRAIN,NE13,59989,38047
2025-04,WEEKDAY,11,TRAIN,EW23,36167,39661
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS8,8797,8446
2025-04,WEEKDAY,8,TRAIN,NE10,44832,39644
2025-04,WEEKDAY,6,TRAIN,EW29,10007,50983
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC2,4067,2070
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,182,68
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,DT30,4786,1936
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC26,312,368
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,SE1,1816,2001
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW27,25106,36530
2025-04,WEEKDAY,11,TRAIN,DT30,7504,2662
2025-04,WEEKDAY,0,TRAIN,TE23,26,171
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS16,12149,22463
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC10/DT26,3102,7573
2025-04,WEEKDAY,9,TRAIN,EW30,977,4088
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,BP3,639,53
2025-04,WEEKDAY,11,TRAIN,TE28,3614,2048
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW4,765,3988
2025-04,WEEKDAY,20,TRAIN,CC2,6298,2834
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT34,2331,2479
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT2,58,0
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW15,270,49
2025-04,WEEKDAY,18,TRAIN,TE29,3715,11354
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,SW1,1240,925
2025-04,WEEKDAY,18,TRAIN,PE2,6590,14045
2025-04,WEEKDAY,11,TRAIN,PW4,4139,2926
2025-04,WEEKDAY,9,TRAIN,DT7,5398,5062
2025-04,WEEKDAY,22,TRAIN,DT21,10196,4921
2025-04,WEEKDAY,20,TRAIN,TE18,15086,6245
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS20,7228,17504
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS8,7465,7238
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,SW6,343,1735
2025-04,WEEKDAY,22,TRAIN,DT13,9508,7108
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,SW7,1219,1111
2025-04,WEEKDAY,6,TRAIN,SW5,14941,2513
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC23,824,540
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,BP13,723,642
2025-04,WEEKDAY,20,TRAIN,TE16,6013,8892
