YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-04,WEEKDAY,22,TRAIN,CC12,1493,5066
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC25,323,39
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1749,698
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT29,3279,2561
2025-04,WEEKDAY,13,TRAIN,CC28,3637,2902
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NS7,10944,10263
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,SW6,630,2164
2025-04,WEEKDAY,0,TRAIN,NS12,666,2782
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE11,1862,1788
2025-04,WEEKDAY,14,TRAIN,DT28,6435,6742
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,SW6,1628,1826
2025-04,WEEKDAY,6,TRAIN,EW30,2202,10472
2025-04,WEEKDAY,10,TRAIN,CC8,6860,4802
2025-04,WEEKDAY,15,TRAIN,CG2,32696,18738
2025-04,WEEKDAY,14,TRAIN,NE5,10699,12607
2025-04,WEEKDAY,17,TRAIN,TE6,11872,21544
2025-04,WEEKDAY,6,TRAIN,TE28,3550,1117
2025-04,WEEKDAY,10,TRAIN,CG2,13536,23050
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS11,21160,11993
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CG2,3302,419
2025-04,WEEKDAY,23,TRAIN,BP8,130,245
2025-04,WEEKDAY,14,TRAIN,SW4,1992,4327
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,BP2,1548,288
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE15,20,9
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT7,36,2
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW14/NS26,11041,10014
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT13,2332,1997
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE10,207,77
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP12,1187,1046
2025-04,WEEKDAY,17,TRAIN,NE7/DT12,50481,36373
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NS9/TE2,27724,36905
2025-04,WEEKDAY,8,TRAIN,TE25,9378,2247
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SE1,2109,2055
2025-04,WEEKDAY,16,TRAIN,NS23,40858,37612
2025-04,WEEKDAY,5,TRAIN,NS23,579,436
2025-04,WEEKDAY,11,TRAIN,NS21/DT11,50220,43319
2025-04,WEEKDAY,0,TRAIN,DT33,40,2892
2025-04,WEEKDAY,22,TRAIN,DT29,1965,10221
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW2/DT32,23935,19172
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW25,5856,5228
2025-04,WEEKDAY,19,TRAIN,TE11,5944,7024
2025-04,WEEKDAY,9,TRAIN,CC23,4036,101893
2025-04,WEEKDAY,18,TRAIN,DT34,18751,11801
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW25,5618,5509
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,DT3,17,303
2025-04,WEEKDAY,12,TRAIN,NE17/PTC,37609,34340
2025-04,WEEKDAY,15,TRAIN,DT2,4337,2074
2025-04,WEEKDAY,6,TRAIN,SE4,6402,788
2025-04,WEEKDAY,10,TRAIN,TE6,12454,3753
2025-04,WEEKDAY,10,TRAIN,PW6,1732,735
2025-04,WEEKDAY,8,TRAIN,CC24,10215,116055
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT21,3934,4585
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3609,1722
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC2,2927,2938
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT10,582,328
2025-04,WEEKDAY,22,TRAIN,DT33,3745,23372
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS12,2619,8137
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE26,7800,6719
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,BP3,2531,1180
2025-04,WEEKDAY,11,TRAIN,DT18,12551,17786
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,SE5,532,1591
2025-04,WEEKDAY,11,TRAIN,TE14/NS22,37981,88316
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,PE2,944,3473
2025-04,WEEKDAY,12,TRAIN,NE10,15802,11683
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW28,11128,1924
2025-04,WEEKDAY,9,TRAIN,CC17/TE9,12133,11704
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE14,17602,10228
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT22,9015,5833
2025-04,WEEKDAY,21,TRAIN,DT20,8326,5839
2025-04,WEEKDAY,23,TRAIN,TE26,1890,2370
2025-04,WEEKDAY,12,TRAIN,EW27,35104,36869
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT8,2209,1603
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC24,4697,2502
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW7,3512,9047
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,NE1/CC29,38601,8442
2025-04,WEEKDAY,16,TRAIN,CC2,8189,3867
2025-04,WEEKDAY,9,TRAIN,CG1/DT35,2894,71520
2025-04,WEEKDAY,8,TRAIN,CC23,4876,93467
2025-04,WEEKDAY,9,TRAIN,NE13,36478,21221
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW19,8878,4874
2025-04,WEEKDAY,0,TRAIN,EW24/NS1,1116,2609
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT3,282,1396
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE26,2265,4712
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE18,3522,7054
2025-04,WEEKDAY,16,TRAIN,NS3,16262,23771
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW6,244,26
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,BP13,378,636
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE16,1857,1552
2025-04,WEEKDAY,6,TRAIN,EW2/DT32,60148,27531
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS11,17603,19523
2025-04,WEEKDAY,9,TRAIN,DT6,8476,9300
2025-04,WEEKDAY,21,TRAIN,EW2/DT32,46164,53057
2025-04,WEEKDAY,22,TRAIN,EW23,22821,34356
2025-04,WEEKDAY,15,TRAIN,TE26,11239,12222
2025-04,WEEKDAY,15,TRAIN,BP7,1529,1267
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT27,1534,744
2025-04,WEEKDAY,18,TRAIN,CC24,108951,18730
2025-04,WEEKDAY,0,TRAIN,CC12,20,452
2025-04,WEEKDAY,22,TRAIN,EW18,7281,14222
2025-04,WEEKDAY,22,TRAIN,TE27,952,5168
2025-04,WEEKDAY,9,TRAIN,EW4,23639,11334
2025-04,WEEKDAY,16,TRAIN,TE29,2464,4843
2025-04,WEEKDAY,22,TRAIN,DT8,1395,1966
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,BP12,1808,773
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,DT30,9,529
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PE3,4461,2943
2025-04,WEEKDAY,13,TRAIN,EW26,24939,18171
2025-04,WEEKDAY,0,TRAIN,PE4,42,276
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW22,2777,2951
2025-04,WEEKDAY,8,TRAIN,DT10,12755,6208
2025-04,WEEKDAY,17,TRAIN,NS9/TE2,77255,136347
2025-04,WEEKDAY,19,TRAIN,TE1,10087,8016
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE7,3327,2605
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,DT27,3988,2488
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT6,2423,3324
2025-04,WEEKDAY,19,TRAIN,CC19/DT9,9769,9764
2025-04,WEEKDAY,9,TRAIN,NE9,34312,31423
2025-04,WEEKDAY,23,TRAIN,DT13,4553,3705
2025-04,WEEKDAY,7,TRAIN,EW28,135620,44680
2025-04,WEEKDAY,6,TRAIN,BP13,4547,570
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS10,21934,9398
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NE10,6866,7268
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,PE4,857,1240
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,BP7,315,75
2025-04,WEEKDAY,13,TRAIN,CC11,13621,15742
2025-04,WEEKDAY,0,TRAIN,CC17/TE9,42,633
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW1,6489,14374
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC27,339,1616
2025-04,WEEKDAY,6,TRAIN,CC23,1039,15018
2025-04,WEEKDAY,8,TRAIN,TE28,12708,3368
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,6245,7310
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,PW5,1707,2352
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW28,4821,14799
2025-04,WEEKDAY,12,TRAIN,TE14/NS22,53925,99585
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW16/NE3/TE17,13557,12822
2025-04,WEEKDAY,6,TRAIN,SW8,3656,2682
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,BP13,684,588
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,SE5,2024,1227
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW27,17373,28613
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,SW8,1301,585
2025-04,WEEKDAY,6,TRAIN,NS11,93933,26002
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP4,965,484
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE13,1270,1158
2025-04,WEEKDAY,16,TRAIN,PW5,3824,3474
2025-04,WEEKDAY,19,TRAIN,TE19,39024,4067
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT31,3706,3728
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT29,1461,4114
2025-04,WEEKDAY,0,TRAIN,DT24,32,456
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS13,23098,16451
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC27,1620,852
2025-04,WEEKDAY,10,TRAIN,CC17/TE9,5734,3603
2025-04,WEEKDAY,9,TRAIN,CC26,4010,14530
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC24,2496,3190
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SE3,1482,1555
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CE1/DT16,11597,26120
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW10,6242,2579
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,PE7,282,1821
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,BP6/DT1,20866,18585
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW31,2059,2432
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,BP13,788,629
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW2/DT32,3467,9460
2025-04,WEEKDAY,5,TRAIN,EW32,1234,1028
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CC24,3773,4215
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,DT34,2369,1281
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,PE1,1880,1784
2025-04,WEEKDAY,8,TRAIN,EW20,32378,41620
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2113,3830
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT33,1126,8
2025-04,WEEKDAY,21,TRAIN,DT17,17165,3626
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW27,26991,34823
2025-04,WEEKDAY,17,TRAIN,TE8,15670,17202
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,BP7,549,568
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,5636,28506
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW14/NS26,10914,11050
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS5,3139,324
2025-04,WEEKDAY,16,TRAIN,SW4,2598,4522
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,3206,11927
2025-04,WEEKDAY,5,TRAIN,PW1,48,60
2025-04,WEEKDAY,13,TRAIN,BP7,1073,1092
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT13,7625,6645
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW2,56,75
2025-04,WEEKDAY,10,TRAIN,NS7,31380,19823
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC27,1350,805
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC20,1227,2032
2025-04,WEEKDAY,20,TRAIN,EW14/NS26,90042,13659
2025-04,WEEKDAY,11,TRAIN,NS4/BP1,29073,22746
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC28,2156,1653
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC12,1857,3283
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT5,8482,7671
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,DT7,2318,1589
2025-04,WEEKDAY,17,TRAIN,NS4/BP1,62950,82745
2025-04,WEEKDAY,23,TRAIN,SW1,282,533
2025-04,WEEKDAY,22,TRAIN,DT7,1640,2763
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE25,1458,1572
2025-04,WEEKDAY,8,TRAIN,EW26,113354,37438
2025-04,WEEKDAY,5,TRAIN,TE15,140,37
2025-04,WEEKDAY,11,TRAIN,EW21/CC22,20999,18205
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,PW5,120,1264
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC14,338,1002
2025-04,WEEKDAY,23,TRAIN,TE12,795,470
2025-04,WEEKDAY,23,TRAIN,CG1/DT35,2678,1370
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,SW4,1979,687
2025-04,WEEKDAY,12,TRAIN,NS23,26128,47106
2025-04,WEEKDAY,11,TRAIN,EW28,22384,13187
2025-04,WEEKDAY,20,TRAIN,NS2,19631,44969
2025-04,WEEKDAY,6,TRAIN,EW33,17308,6891
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NE8,140,297
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS20,3265,11253
2025-04,WEEKDAY,16,TRAIN,NS28,2017,2026
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE15,5669,5525
2025-04,WEEKDAY,15,TRAIN,DT3,7586,6650
2025-04,WEEKDAY,16,TRAIN,BP5,2596,2440
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW32,2046,758
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS3,7973,4988
2025-04,WEEKDAY,20,TRAIN,DT31,5428,15242
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,SE4,742,1679
2025-04,WEEKDAY,10,TRAIN,TE14/NS22,28780,90242
2025-04,WEEKDAY,11,TRAIN,DT2,2513,737
2025-04,WEEKDAY,20,TRAIN,SW1,3397,4373
2025-04,WEEKDAY,7,TRAIN,DT31,31697,13647
2025-04,WEEKDAY,19,TRAIN,NS7,28215,46362
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT13,6320,6580
2025-04,WEEKDAY,14,TRAIN,NS10,28559,29523
2025-04,WEEKDAY,23,TRAIN,CC19/DT9,1357,1162
2025-04,WEEKDAY,14,TRAIN,EW12/DT14,56496,58031
2025-04,WEEKDAY,17,TRAIN,EW31,31248,1719
2025-04,WEEKDAY,17,TRAIN,EW8/CC9,102762,67786
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS3,2015,160
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,PW1,18,12
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NE13,11519,10965
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE4/DT19,20475,38299
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1203,616
2025-04,WEEKDAY,10,TRAIN,SE4,4494,2443
2025-04,WEEKDAY,6,TRAIN,NS27/CE2/TE20,2185,3527
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,BP10,976,1875
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC8,221,10
2025-04,WEEKDAY,15,TRAIN,PE3,9605,8550
2025-04,WEEKDAY,21,TRAIN,NE16/STC,27842,54096
2025-04,WEEKDAY,17,TRAIN,NE5,32612,16770
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CG2,14818,13251
2025-04,WEEKDAY,11,TRAIN,TE8,7768,7749
2025-04,WEEKDAY,20,TRAIN,BP2,1283,4730
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP12,7,22
2025-04,WEEKDAY,21,TRAIN,NE4/DT19,66570,24357
2025-04,WEEKDAY,22,TRAIN,DT28,3210,12179
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW26,5679,17437
2025-04,WEEKDAY,5,TRAIN,NS25/EW13,618,994
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,NS2,7111,14443
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC25,444,1023
2025-04,WEEKDAY,20,TRAIN,NE13,18259,30802
2025-04,WEEKDAY,14,TRAIN,CG1/DT35,12050,12210
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT7,1943,1843
2025-04,WEEKDAY,7,TRAIN,CC4/DT15,1857,24277
2025-04,WEEKDAY,15,TRAIN,CC23,14889,6055
2025-04,WEEKDAY,5,TRAIN,NS8,14303,2410
2025-04,WEEKDAY,16,TRAIN,TE3,14922,10391
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,13970,4318
2025-04,WEEKDAY,7,TRAIN,DT25,10925,9700
2025-04,WEEKDAY,0,TRAIN,DT31,58,917
2025-04,WEEKDAY,19,TRAIN,PE6,6993,16873
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW25,6473,7757
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE5,2189,2487
2025-04,WEEKDAY,0,TRAIN,TE4,131,353
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP6/DT1,21491,12559
2025-04,WEEKDAY,20,TRAIN,NS18,8708,20722
2025-04,WEEKDAY,21,TRAIN,TE13,3537,2504
2025-04,WEEKDAY,7,TRAIN,CC12,21381,30458
2025-04,WEEKDAY,0,TRAIN,EW3,104,1969
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS3,8568,8621
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT10,2089,1514
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2433,2722
2025-04,WEEKDAY,23,TRAIN,SW7,184,1591
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PE1,1720,2121
2025-04,WEEKDAY,13,TRAIN,SW5,9912,7725
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC20,281,637
2025-04,WEEKDAY,5,TRAIN,EW10,3078,457
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW6,5973,5781
2025-04,WEEKDAY,0,TRAIN,DT17,187,104
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW22,1602,1778
2025-04,WEEKDAY,13,TRAIN,BP5,2242,2197
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,PW2,49,16
2025-04,WEEKDAY,5,TRAIN,TE18,168,22
2025-04,WEEKDAY,5,TRAIN,CC19/DT9,274,531
2025-04,WEEKDAY,13,TRAIN,CG1/DT35,11732,15411
2025-04,WEEKDAY,11,TRAIN,CC12,6717,2794
2025-04,WEEKDAY,5,TRAIN,DT3,776,24
2025-04,WEEKDAY,5,TRAIN,BP13,1491,184
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2409,3159
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,PW3,797,275
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW19,6624,7591
2025-04,WEEKDAY,13,TRAIN,NS5,24637,20740
2025-04,WEEKDAY,5,TRAIN,SE5,1045,292
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC25,2921,2621
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS11,14014,24560
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS10,14715,15021
2025-04,WEEKDAY,12,TRAIN,TE4,4727,3661
2025-04,WEEKDAY,8,TRAIN,BP7,2861,1051
2025-04,WEEKDAY,9,TRAIN,NS4/BP1,40900,23707
2025-04,WEEKDAY,18,TRAIN,NE7/DT12,68192,55856
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP7,198,504
2025-04,WEEKDAY,15,TRAIN,TE8,8692,9898
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE5,7697,5781
2025-04,WEEKDAY,20,TRAIN,DT25,2993,5431
2025-04,WEEKDAY,12,TRAIN,DT30,6653,3953
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW31,399,1137
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,BP9,1036,1123
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW2/DT32,19471,21130
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC16,358,1063
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT23,2030,1780
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,SE2,2409,2625
2025-04,WEEKDAY,7,TRAIN,CC10/DT26,34928,28024
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW20,4937,5322
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE24,1852,874
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT17,825,2953
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW19,3212,7510
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW10,405,84
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT20,2773,2987
2025-04,WEEKDAY,16,TRAIN,DT30,5946,10588
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS14,14377,13336
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW17,11825,9206
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW6,1287,4985
2025-04,WEEKDAY,11,TRAIN,TE16,7061,4682
2025-04,WEEKDAY,0,TRAIN,PW2,11,1
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,PE3,42,387
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NE14,16113,12906
2025-04,WEEKDAY,23,TRAIN,TE29,285,1393
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW2/DT32,27905,26702
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,DT33,9020,2448
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,PW7,1787,1862
2025-04,WEEKDAY,7,TRAIN,EW10,34042,10845
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,TE15,5687,6251
2025-04,WEEKDAY,16,TRAIN,NS7,20063,25070
2025-04,WEEKDAY,5,TRAIN,NE4/DT19,1650,162
2025-04,WEEKDAY,13,TRAIN,NE1/CC29,47069,49719
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW11,8362,10250
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE27,3053,1128
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC16,2595,3844
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NE11,8929,9025
2025-04,WEEKDAY,21,TRAIN,SE4,1428,4361
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW31,611,1357
2025-04,WEEKDAY,22,TRAIN,BP12,427,2011
2025-04,WEEKDAY,23,TRAIN,CC4/DT15,7334,1069
2025-04,WEEKDAY,14,TRAIN,NS24/NE6/CC1,32996,32427
2025-04,WEEKDAY,17,TRAIN,SW1,8524,4465
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC2,1096,3564
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE7/DT12,21888,13604
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS21/DT11,8845,8702
2025-04,WEEKDAY,21,TRAIN,BP11,910,4714
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,BP7,539,299
2025-04,WEEKDAY,7,TRAIN,NE1/CC29,21788,68479
2025-04,WEEKDAY,19,TRAIN,CC12,5571,15795
2025-04,WEEKDAY,10,TRAIN,EW32,1650,1934
2025-04,WEEKDAY,9,TRAIN,CC21,11055,13082
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NE16/STC,6475,17924
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS4/BP1,17601,14100
2025-04,WEEKDAY,14,TRAIN,SW7,2468,2826
2025-04,WEEKDAY,21,TRAIN,TE25,786,2577
2025-04,WEEKDAY,23,TRAIN,NS28,227,273
2025-04,WEEKDAY,13,TRAIN,NE14,28652,22902
2025-04,WEEKDAY,17,TRAIN,PE2,6648,9147
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW4,7268,5377
2025-04,WEEKDAY,17,TRAIN,CC7,14938,11166
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,PW7,1311,1898
2025-04,WEEKDAY,15,TRAIN,CC26,3763,2790
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,TE27,516,2053
2025-04,WEEKDAY,11,TRAIN,EW1,26927,13479
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,PE4,915,1029
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE15,13945,5550
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CG2,13397,13329
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC8,4468,3559
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT23,2257,1790
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,SE4,278,41
2025-04,WEEKDAY,10,TRAIN,EW4,14462,6125
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW4,950,65
2025-04,WEEKDAY,0,TRAIN,EW23,402,2070
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,SW1,442,448
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,CC8,4168,3929
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW4,2065,1144
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW9,9940,12920
2025-04,WEEKDAY,16,TRAIN,NS15,40534,15329
2025-04,WEEKDAY,12,TRAIN,TE27,5814,4491
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP10,489,1624
2025-04,WEEKDAY,22,TRAIN,NS4/BP1,14750,34481
2025-04,WEEKDAY,19,TRAIN,DT10,5461,6453
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP2,368,1500
2025-04,WEEKDAY,18,TRAIN,DT21,25157,17721
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE25,1275,1527
2025-04,WEEKDAY,9,TRAIN,NE12/CC13,90291,34484
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE28,1640,2296
2025-04,WEEKDAY,16,TRAIN,TE22,3051,6388
2025-04,WEEKDAY,22,TRAIN,NS18,4841,18595
2025-04,WEEKDAY,17,TRAIN,EW23,95082,86386
2025-04,WEEKDAY,17,TRAIN,TE7,13792,10264
2025-04,WEEKDAY,14,TRAIN,DT18,12596,11525
