,SingleCode,Average Morning Tap In,Average Morning Tap Out,Average Evening Tap In,Average Evening Tap Out,Morning_OutIn_Ratio,Evening_OutIn_Ratio,geometry,Name,RAIL_TYPE,NAME,stn_code,mrt_station_english,mrt_station_chinese,mrt_line_english,mrt_line_chinese,Total_Morning_Taps,Total_Evening_Taps,Total_Day_Taps
125,CC5,10266,35966,45812,24749,3.503409312293006,0.5402296341569894,"POLYGON Z ((103.862834624568 1.29956000486732 0, 103.863096509388 1.29966764559076 0, 103.863182892793 1.29974469100957 0, 103.863209748141 1.29971418918241 0, 103.863556186473 1.29985658358352 0, 103.863517727786 1.29992646882684 0, 103.863479268199 1.29999635406961 0, 103.863539799975 1.30003009699644 0, 103.86345767748 1.30018305770326 0, 103.863527948654 1.3002222321275 0, 103.863550225798 1.30018174978335 0, 103.863717212212 1.30025038452348 0, 103.864095834601 1.30008522121569 0, 103.864098210283 1.30007936904278 0, 103.86420385633 1.30012279171916 0, 103.864295578839 1.2998967365004 0, 103.86381646338 1.29969980881885 0, 103.863862747849 1.29958574073965 0, 103.86417488318 1.29971403552248 0, 103.864205253984 1.29963918631128 0, 103.863817000765 1.29947960505712 0, 103.863786630851 1.29955445426394 0, 103.863792040117 1.29955667803104 0, 103.863745756543 1.29967074610902 0, 103.862926346283 1.29933395059956 0, 103.862834624568 1.29956000486732 0))",kml_49,MRT,NICOLL HIGHWAY,CC5,NICOLL HIGHWAY,尼诰大道,Circle Line,环线,46232,70561,116793
126,DT13,29704,50691,84109,59442,1.7065378400215458,0.7067257962881499,"POLYGON Z ((103.852468684551 1.30415286193397 0, 103.852745783091 1.3040745228222 0, 103.852915210985 1.30416246464005 0, 103.85294625499 1.30417857836739 0, 103.853023635426 1.3042187424053 0, 103.85302161828 1.30423035898598 0, 103.853021536873 1.30423169061941 0, 103.853021487803 1.30423301319088 0, 103.853021471848 1.30423432733953 0, 103.853021676667 1.30423988466147 0, 103.853022602992 1.3042451876925 0, 103.853024126327 1.30425023050751 0, 103.85302623508 1.30425497472777 0, 103.853028913201 1.30425938424699 0, 103.853032140309 1.30426342550619 0, 103.853035891842 1.30426706774904 0, 103.85304013925 1.30427028325596 0, 103.853044850208 1.30427304755507 0, 103.853049988862 1.30427533960847 0, 103.853055516104 1.30427714197229 0, 103.853061389869 1.3042784409295 0, 103.853067565454 1.30427922659428 0, 103.853073995859 1.30427949298727 0, 103.853080632145 1.30427923808106 0, 103.853087423806 1.30427846381564 0, 103.853094319154 1.30427717608361 0, 103.853101265711 1.30427538468537 0, 103.85310821061 1.30427310325449 0, 103.853115100995 1.30427034915399 0, 103.853121884428 1.30426714334416 0, 103.853128509282 1.30426351022307 0, 103.853134925139 1.30425947744089 0, 103.853141083169 1.30425507568943 0, 103.853146936507 1.30425033846856 0, 103.853152440605 1.30424530183129 0, 103.853157553575 1.30424000410934 0, 103.853162236503 1.30423448562144 0, 103.85316645375 1.3042287883665 0, 103.853170173219 1.30422295570392 0, 103.853173366604 1.30421703202364 0, 103.853176009602 1.30421106240831 0, 103.853178082096 1.30420509229017 0, 103.853179568315 1.30419916710527 0, 103.853180456948 1.3041933319477 0, 103.853180624726 1.304187665384 0, 103.853180436248 1.30418225513414 0, 103.853179558838 1.30417708624307 0, 103.853178115849 1.30417216163402 0, 103.853176117676 1.30416751678297 0, 103.853173578714 1.30416318515054 0, 103.853170517253 1.30415919794101 0, 103.853166955347 1.30415558387751 0, 103.853162918655 1.30415236899506 0, 103.853158436258 1.30414957645309 0, 103.853153540444 1.30414722636855 0, 103.853148266484 1.304145335671 0, 103.853142652369 1.30414391798068 0, 103.853136738543 1.30414298351037 0, 103.853130567607 1.30414253899182 0, 103.853124184016 1.30414258762725 0, 103.853117665026 1.30414300111809 0, 103.853102283719 1.30414448078039 0, 103.852888517769 1.30403352504889 0, 103.853050954753 1.30397759876383 0, 103.853023896497 1.30393524757709 0, 103.852968277601 1.30384819296181 0, 103.8531159179 1.30375263933537 0, 103.852978236474 1.30353714206343 0, 103.852823995495 1.30363696704781 0, 103.852789884996 1.30365186129592 0, 103.852747897333 1.30360043853945 0, 103.852588907083 1.30340572099878 0, 103.852543749131 1.30344307251341 0, 103.852429364046 1.30330298277065 0, 103.852269696978 1.30343504746077 0, 103.852467288211 1.30367704039319 0, 103.852491731592 1.30370697648729 0, 103.852510181843 1.30375991695259 0, 103.852456251238 1.30377897413884 0, 103.852376391352 1.30380734376502 0, 103.852296391293 1.30383606790072 0, 103.852216230396 1.3038653066186 0, 103.852135988633 1.30389518743352 0, 103.852078205977 1.30391725979263 0, 103.852045887587 1.30386667529799 0, 103.852027641494 1.30383811740506 0, 103.851834641902 1.30360174864812 0, 103.851746742144 1.30367445298582 0, 103.85172758705 1.30369029669241 0, 103.852037416572 1.30417523646635 0, 103.851827688736 1.30431097231876 0, 103.851725280975 1.30437725125155 0, 103.851836573523 1.30455144464173 0, 103.851938981288 1.30448516570441 0, 103.852432124593 1.30416600172845 0, 103.852468684551 1.30415286193397 0))",kml_163,MRT,ROCHOR,DT13,ROCHOR,梧槽,Downtown Line,滨海市区线,80395,143551,223946
127,PW5,21134,10852,10576,30212,0.5134853790101258,2.856656580937973,"POLYGON Z ((103.900377702333 1.41204861798769 0, 103.900496594167 1.41198456390527 0, 103.900219824739 1.41146247302732 0, 103.900101283353 1.41152589041294 0, 103.900377702333 1.41204861798769 0))",kml_141,LRT,NIBONG,PW5,NIBONG,尼蒙,Punggol LRT,榜鹅轻轨线,31986,40788,72774
128,EW2,368942,169266,303385,528002,0.4587875601042982,1.7403694975031725,"POLYGON Z ((103.945616694271 1.35261987109007 0, 103.945538295171 1.35253201138343 0, 103.945444823907 1.3526467621709 0, 103.945242087314 1.35289567390176 0, 103.944857542151 1.35336781426131 0, 103.94477435879 1.35346994507428 0, 103.944517579235 1.35378522681346 0, 103.944803694197 1.3540216167136 0, 103.945154106807 1.3535918238177 0, 103.945575870979 1.35307369664801 0, 103.945774141035 1.35282998337594 0, 103.945706142317 1.35273202598181 0, 103.945616694271 1.35261987109007 0))",kml_35,MRT,TAMPINES,EW2,TAMPINES,淡滨尼,East-West Line,东西线,538208,831387,1369595
129,EW2,368942,169266,303385,528002,0.4587875601042982,1.7403694975031725,"POLYGON Z ((103.942711168441 1.3542763522351 0, 103.942617168873 1.35427639267624 0, 103.942617317447 1.35458423594051 0, 103.942683205917 1.35465405427531 0, 103.942455693181 1.35487153941994 0, 103.942518686347 1.3549382902916 0, 103.942541976636 1.35494786824545 0, 103.942952160625 1.35538252250805 0, 103.942703661879 1.35561949765126 0, 103.942752810229 1.35567118788652 0, 103.942637057748 1.35578173792676 0, 103.942721759462 1.35587122077001 0, 103.943085681828 1.35552400849337 0, 103.943224744752 1.35567136714828 0, 103.943233049455 1.35569526998008 0, 103.943295424422 1.35576136519274 0, 103.943542677739 1.35552500953771 0, 103.943325443247 1.35529481575487 0, 103.943711771894 1.35492516332462 0, 103.943629603337 1.35483801908174 0, 103.943489613245 1.3549718386159 0, 103.943438236335 1.35491739652168 0, 103.943273582628 1.35507479209985 0, 103.942711256596 1.35447891953832 0, 103.942711168441 1.3542763522351 0))",kml_166,MRT,TAMPINES,EW2,TAMPINES,淡滨尼,East-West Line,东西线,538208,831387,1369595
130,DT32,368942,169266,303385,528002,0.4587875601042982,1.7403694975031725,"POLYGON Z ((103.945616694271 1.35261987109007 0, 103.945538295171 1.35253201138343 0, 103.945444823907 1.3526467621709 0, 103.945242087314 1.35289567390176 0, 103.944857542151 1.35336781426131 0, 103.94477435879 1.35346994507428 0, 103.944517579235 1.35378522681346 0, 103.944803694197 1.3540216167136 0, 103.945154106807 1.3535918238177 0, 103.945575870979 1.35307369664801 0, 103.945774141035 1.35282998337594 0, 103.945706142317 1.35273202598181 0, 103.945616694271 1.35261987109007 0))",kml_35,MRT,TAMPINES,DT32,TAMPINES,淡滨尼,Downtown Line,滨海市区线,538208,831387,1369595
131,DT32,368942,169266,303385,528002,0.4587875601042982,1.7403694975031725,"POLYGON Z ((103.942711168441 1.3542763522351 0, 103.942617168873 1.35427639267624 0, 103.942617317447 1.35458423594051 0, 103.942683205917 1.35465405427531 0, 103.942455693181 1.35487153941994 0, 103.942518686347 1.3549382902916 0, 103.942541976636 1.35494786824545 0, 103.942952160625 1.35538252250805 0, 103.942703661879 1.35561949765126 0, 103.942752810229 1.35567118788652 0, 103.942637057748 1.35578173792676 0, 103.942721759462 1.35587122077001 0, 103.943085681828 1.35552400849337 0, 103.943224744752 1.35567136714828 0, 103.943233049455 1.35569526998008 0, 103.943295424422 1.35576136519274 0, 103.943542677739 1.35552500953771 0, 103.943325443247 1.35529481575487 0, 103.943711771894 1.35492516332462 0, 103.943629603337 1.35483801908174 0, 103.943489613245 1.3549718386159 0, 103.943438236335 1.35491739652168 0, 103.943273582628 1.35507479209985 0, 103.942711256596 1.35447891953832 0, 103.942711168441 1.3542763522351 0))",kml_166,MRT,TAMPINES,DT32,TAMPINES,淡滨尼,Downtown Line,滨海市区线,538208,831387,1369595
132,CC28,29428,21218,18986,34009,0.7210140002718499,1.7912672495523017,"POLYGON Z ((103.809027329223 1.27074117577048 0, 103.809115016397 1.27073361339537 0, 103.80914370843 1.27073113841909 0, 103.809147371356 1.27077416632823 0, 103.809566353933 1.27073802910606 0, 103.809570554132 1.2707873595389 0, 103.809919149036 1.27075729260831 0, 103.80991244488 1.27067854677917 0, 103.809736924976 1.27069368604952 0, 103.809735075989 1.2706719631868 0, 103.809834362352 1.27066339976166 0, 103.809836100119 1.27066324965298 0, 103.810168640874 1.2706345680282 0, 103.810172614677 1.27068123872099 0, 103.810369302274 1.27066427460179 0, 103.81036601847 1.27062571335581 0, 103.810491963475 1.27061485034347 0, 103.810487933963 1.27056754297762 0, 103.81048621704 1.27054737833729 0, 103.810471242709 1.27037156423339 0, 103.810355923793 1.270381510314 0, 103.810304265203 1.27038596565725 0, 103.810293442231 1.2703998448489 0, 103.810180479268 1.27041022775099 0, 103.810174680169 1.2704053115709 0, 103.810079625918 1.27041350968431 0, 103.81007834281 1.27041362090959 0, 103.809542600119 1.27045982904957 0, 103.809537688675 1.27046569923684 0, 103.809385741858 1.27047880478508 0, 103.809381739782 1.27047914931077 0, 103.809187259895 1.27049592345861 0, 103.809173519619 1.27048349373774 0, 103.809079969511 1.27049156250399 0, 103.809077100488 1.27049181027288 0, 103.809006605897 1.27049789055571 0, 103.809010635383 1.2705451952103 0, 103.809015946038 1.27060754579634 0, 103.809016024202 1.2706084583013 0, 103.809023299737 1.27069387021161 0, 103.809022939424 1.2706939009566 0, 103.809027329223 1.27074117577048 0))",kml_225,MRT,TELOK BLANGAH,CC28,TELOK BLANGAH,直落布兰雅,Circle Line,环线,50646,52995,103641
133,PE4,12643,3837,7347,13728,0.3034880961797042,1.8685177623519804,"POLYGON Z ((103.915997133014 1.39443672787473 0, 103.916341078084 1.39491568631243 0, 103.916450538376 1.39483628476717 0, 103.916106294063 1.39435710026568 0, 103.915997133014 1.39443672787473 0))",kml_23,LRT,RIVIERA,PE4,RIVIERA,里维拉,Punggol LRT,榜鹅轻轨线,16480,21075,37555
134,NS15,97353,206306,200415,106551,2.11915400655347,0.5316518224683782,"POLYGON Z ((103.84465523454 1.38223431148307 0, 103.844969405296 1.38190342390359 0, 103.845104404686 1.38176124090714 0, 103.845426387485 1.38142212532232 0, 103.845315323126 1.38131649615231 0, 103.84530586107 1.3813035366616 0, 103.845302069006 1.38128777361315 0, 103.845292137595 1.38085546859287 0, 103.84518583722 1.38087261677787 0, 103.845190159507 1.38108311656342 0, 103.844863629957 1.38142741957204 0, 103.844735273702 1.38156276191235 0, 103.844160964084 1.38216833139217 0, 103.844128929927 1.38217732996247 0, 103.844102012183 1.38217029955833 0, 103.844063289472 1.3822769007577 0, 103.844464432725 1.38238454536747 0, 103.8444783867 1.38238521453111 0, 103.844492045029 1.38238270937779 0, 103.844504940452 1.38237670433865 0, 103.844516198657 1.38236787678662 0, 103.84463332733 1.38224449472868 0, 103.84465523454 1.38223431148307 0))",kml_254,MRT,YIO CHU KANG,NS15,YIO CHU KANG,杨厝港,North-South Line ,南北线,303659,306966,610625
135,EW5,215430,99150,175090,282528,0.4602423060855034,1.6136158547032955,"POLYGON Z ((103.929515881325 1.3237854984614 0, 103.929489135156 1.32378903194847 0, 103.929455300072 1.32380977032017 0, 103.929438207299 1.32384315465561 0, 103.929417643532 1.3239494886916 0, 103.929417750262 1.323991033331 0, 103.929433300659 1.32401569019123 0, 103.92946162634 1.32403169270001 0, 103.929511608802 1.32404440790666 0, 103.929783808875 1.32408632988025 0, 103.930064116578 1.32412786353285 0, 103.93034375748 1.3241672773515 0, 103.930482682447 1.32418497026687 0, 103.930622415034 1.32419803551527 0, 103.930901002139 1.32421939731501 0, 103.930925606894 1.32421162424209 0, 103.930922693768 1.32421112967077 0, 103.930943647241 1.32419152314844 0, 103.930953895258 1.32416926636135 0, 103.93096768579 1.32406589980188 0, 103.930961577418 1.32404258465351 0, 103.930948729855 1.32401803350749 0, 103.930929213665 1.3240043982907 0, 103.930747747323 1.32397836885261 0, 103.930743746045 1.3239777332434 0, 103.930570773643 1.32394972651794 0, 103.930566912539 1.32394909090291 0, 103.930391097071 1.32391981183754 0, 103.93038737704 1.32391917621666 0, 103.929981481207 1.323849280364 0, 103.929977971442 1.32384875054474 0, 103.929749189723 1.32381424538487 0, 103.929745855179 1.32381382136893 0, 103.929515881325 1.3237854984614 0))",kml_201,MRT,BEDOK,EW5,BEDOK,勿洛,East-West Line,东西线,314580,457618,772198
136,EW11,71813,101372,128649,118220,1.4116107111525769,0.9189344650949482,"POLYGON Z ((103.862400044164 1.30644659673019 0, 103.862378826135 1.30646954161238 0, 103.862374824861 1.30646577950203 0, 103.862235043195 1.30661683805416 0, 103.862128656143 1.30662065479794 0, 103.862080008277 1.30657506633705 0, 103.861926537387 1.30674094394891 0, 103.862033293129 1.30684098896644 0, 103.862031836602 1.30684259603915 0, 103.862824708154 1.30758570230955 0, 103.862815074048 1.3075961243214 0, 103.862652649023 1.30744390267686 0, 103.862468904632 1.30764249425866 0, 103.862810023091 1.30796221479928 0, 103.862847650711 1.30796534074278 0, 103.862899438659 1.3079014169246 0, 103.862947577664 1.30784273846353 0, 103.862964968538 1.30779872102196 0, 103.863034641882 1.30787159932088 0, 103.863083148566 1.30782791702708 0, 103.863424337178 1.30814470552991 0, 103.863577790978 1.3079788450112 0, 103.863502167457 1.30790796273267 0, 103.863617029118 1.30778384091409 0, 103.863612939342 1.3076683400363 0, 103.863644651372 1.30763407237132 0, 103.863522328023 1.30751943840393 0, 103.863511517737 1.30753113196929 0, 103.863490580446 1.30751149032723 0, 103.863444986933 1.30756078960228 0, 103.863381474024 1.30756306936694 0, 103.863308503013 1.30764193626615 0, 103.863186004459 1.30752712683729 0, 103.863335192889 1.30736585784343 0, 103.863260816591 1.30729615935493 0, 103.863294283462 1.30725998436827 0, 103.86304045808 1.30702209700048 0, 103.862878160009 1.30719749592535 0, 103.862880792781 1.30719995124416 0, 103.862820018494 1.3072656594796 0, 103.862430462514 1.30690056210166 0, 103.862470651341 1.30685712771247 0, 103.862465507279 1.30671174030486 0, 103.862545269427 1.30662552448324 0, 103.862536653164 1.30661745222528 0, 103.862557870295 1.30659450734181 0, 103.862400044164 1.30644659673019 0))",kml_229,MRT,LAVENDER,EW11,LAVENDER,劳明达,East-West Line,东西线,173185,246869,420054
137,NS25,30412,246349,393509,233094,8.100388004734974,0.5923473160715511,"POLYGON Z ((103.852942227274 1.29316279071769 0, 103.853006640907 1.29325523529013 0, 103.853100805858 1.29318876826313 0, 103.853031375605 1.29308912679718 0, 103.853036526023 1.29308549211482 0, 103.852983899603 1.29300996540349 0, 103.852975709298 1.29299821053362 0, 103.852978829021 1.2929960092854 0, 103.852970774678 1.29290411955388 0, 103.852952886402 1.29289199668291 0, 103.853018136007 1.29279448032696 0, 103.853006584285 1.29278665133097 0, 103.853109979264 1.29263212532661 0, 103.853103643609 1.29262783235654 0, 103.853154586776 1.29255169348428 0, 103.853092190955 1.2923006052253 0, 103.852954244234 1.29220710311983 0, 103.852931717664 1.29219183399944 0, 103.85296534522 1.29214157547281 0, 103.852926218896 1.29211505437447 0, 103.852875023243 1.29219156765135 0, 103.852910797089 1.29221581701206 0, 103.852389560352 1.29299481733071 0, 103.852376145944 1.29298572494828 0, 103.852370137433 1.29299146590139 0, 103.852230290274 1.29289667686024 0, 103.852043260389 1.29300997255507 0, 103.851933570398 1.29307641885714 0, 103.851966930993 1.29313220797134 0, 103.852178065983 1.29300431474985 0, 103.852184643395 1.29301531358545 0, 103.852041667079 1.29322899796558 0, 103.851956130696 1.29328081237124 0, 103.852088398686 1.29350157859595 0, 103.852097063376 1.29350745147651 0, 103.852236348073 1.29360186069518 0, 103.852244210282 1.2935965149359 0, 103.852304895753 1.293555250123 0, 103.852321825008 1.29352995219905 0, 103.852329247883 1.29353180880408 0, 103.852542309727 1.29321338124868 0, 103.85257710327 1.29323696500872 0, 103.852729029938 1.29314368404217 0, 103.852767179555 1.29316954315561 0, 103.852832930555 1.29307127527345 0, 103.852852954679 1.29308484872985 0, 103.852870684624 1.29307233580124 0, 103.852921897618 1.29314584217494 0, 103.852937210655 1.29315559201289 0, 103.852942227274 1.29316279071769 0))",kml_69,MRT,CITY HALL,NS25,CITY HALL,政府大厦,North-South Line ,南北线,276761,626603,903364
138,EW13,30412,246349,393509,233094,8.100388004734974,0.5923473160715511,"POLYGON Z ((103.852942227274 1.29316279071769 0, 103.853006640907 1.29325523529013 0, 103.853100805858 1.29318876826313 0, 103.853031375605 1.29308912679718 0, 103.853036526023 1.29308549211482 0, 103.852983899603 1.29300996540349 0, 103.852975709298 1.29299821053362 0, 103.852978829021 1.2929960092854 0, 103.852970774678 1.29290411955388 0, 103.852952886402 1.29289199668291 0, 103.853018136007 1.29279448032696 0, 103.853006584285 1.29278665133097 0, 103.853109979264 1.29263212532661 0, 103.853103643609 1.29262783235654 0, 103.853154586776 1.29255169348428 0, 103.853092190955 1.2923006052253 0, 103.852954244234 1.29220710311983 0, 103.852931717664 1.29219183399944 0, 103.85296534522 1.29214157547281 0, 103.852926218896 1.29211505437447 0, 103.852875023243 1.29219156765135 0, 103.852910797089 1.29221581701206 0, 103.852389560352 1.29299481733071 0, 103.852376145944 1.29298572494828 0, 103.852370137433 1.29299146590139 0, 103.852230290274 1.29289667686024 0, 103.852043260389 1.29300997255507 0, 103.851933570398 1.29307641885714 0, 103.851966930993 1.29313220797134 0, 103.852178065983 1.29300431474985 0, 103.852184643395 1.29301531358545 0, 103.852041667079 1.29322899796558 0, 103.851956130696 1.29328081237124 0, 103.852088398686 1.29350157859595 0, 103.852097063376 1.29350745147651 0, 103.852236348073 1.29360186069518 0, 103.852244210282 1.2935965149359 0, 103.852304895753 1.293555250123 0, 103.852321825008 1.29352995219905 0, 103.852329247883 1.29353180880408 0, 103.852542309727 1.29321338124868 0, 103.85257710327 1.29323696500872 0, 103.852729029938 1.29314368404217 0, 103.852767179555 1.29316954315561 0, 103.852832930555 1.29307127527345 0, 103.852852954679 1.29308484872985 0, 103.852870684624 1.29307233580124 0, 103.852921897618 1.29314584217494 0, 103.852937210655 1.29315559201289 0, 103.852942227274 1.29316279071769 0))",kml_69,MRT,CITY HALL,EW13,CITY HALL,政府大厦,East-West Line,东西线,276761,626603,903364
139,NS16,283259,169008,223365,395763,0.5966553578174039,1.7718219058491707,"POLYGON Z ((103.849883596102 1.36924639878623 0, 103.8497576216 1.3693250015728 0, 103.849730963141 1.36937206939403 0, 103.849175610992 1.37035258939613 0, 103.849074399871 1.37053130872157 0, 103.849113958691 1.37055409391684 0, 103.849377756668 1.37070617366217 0, 103.849408521581 1.37065385507862 0, 103.849453151263 1.37057535867337 0, 103.849730967999 1.37008666365911 0, 103.849852519749 1.36987284850147 0, 103.849859925712 1.36986500580331 0, 103.849970842014 1.36978891091868 0, 103.849974983493 1.3697843537983 0, 103.850086145169 1.36958913785638 0, 103.85004183059 1.36948958755966 0, 103.850043918753 1.36947305395778 0, 103.850134319188 1.36931256393744 0, 103.849883596102 1.36924639878623 0))",kml_20,MRT,ANG MO KIO,NS16,ANG MO KIO,宏茂桥,North-South Line ,南北线,452267,619128,1071395
140,NS16,283259,169008,223365,395763,0.5966553578174039,1.7718219058491707,"POLYGON Z ((103.849977518979 1.36974381836619 0, 103.849973975055 1.36974920568879 0, 103.849963131204 1.36976308413832 0, 103.849953887679 1.36977278260505 0, 103.849946932791 1.36977959161201 0, 103.849932699522 1.36979190191743 0, 103.849924111925 1.36979753978399 0, 103.849903252603 1.36981057272243 0, 103.849872406599 1.36982770159574 0, 103.849867561524 1.36983009909901 0, 103.849862640972 1.36983287191395 0, 103.849858150835 1.36983572611869 0, 103.849853695745 1.36983889685066 0, 103.849849676462 1.36984208114506 0, 103.849845534976 1.36984572304861 0, 103.849841987444 1.36984917593591 0, 103.849836888995 1.36985477669904 0, 103.849832470763 1.36986038017055 0, 103.8498268242 1.3698681785426 0, 103.849822547954 1.36987554190592 0, 103.849796713468 1.36992091856087 0, 103.849596030938 1.37027340042761 0, 103.849667750621 1.37031464798989 0, 103.849776911486 1.37015705724654 0, 103.850013734181 1.37015144673205 0, 103.850607991987 1.36938821514108 0, 103.851958029897 1.36974419257778 0, 103.851909163496 1.36993191636643 0, 103.852546359042 1.37009993133284 0, 103.852547525389 1.37010023880726 0, 103.852552732616 1.37010161159013 0, 103.85259372414 1.3699441406453 0, 103.852225168458 1.36984696061694 0, 103.85223304419 1.36981670866632 0, 103.852477397418 1.36988113904889 0, 103.852490821649 1.36982956757036 0, 103.852532257952 1.3696703909917 0, 103.852547552049 1.36961163613258 0, 103.852794883053 1.36966708160014 0, 103.852799553651 1.36964597912689 0, 103.852795432713 1.36963429387028 0, 103.852793539383 1.36962892467528 0, 103.852754981752 1.36951959368431 0, 103.852758839174 1.36950216293653 0, 103.85276880429 1.36949873441043 0, 103.852808385761 1.36931988249362 0, 103.852402785766 1.36922895647227 0, 103.852387352477 1.36929869212239 0, 103.852379426176 1.36929691511004 0, 103.85198342329 1.36948547457018 0, 103.850751022944 1.36916051598194 0, 103.850737196276 1.3691091798463 0, 103.850735488948 1.36910284116972 0, 103.850696374047 1.36895761412176 0, 103.850683083273 1.36895410980709 0, 103.850705395946 1.36886839309633 0, 103.850680014891 1.36886170008138 0, 103.850643865874 1.36879948731852 0, 103.850683335367 1.36864786312941 0, 103.850645914862 1.3685834618142 0, 103.850492627542 1.36854304236223 0, 103.850408181695 1.36879002303814 0, 103.850405384442 1.36878928600131 0, 103.850405175081 1.36879008998263 0, 103.850329714389 1.36883450385056 0, 103.850027301018 1.36875476366987 0, 103.84988139834 1.36874274026025 0, 103.84958873809 1.36866557106337 0, 103.849589876549 1.36866119664569 0, 103.849261306708 1.36857455986352 0, 103.849226479919 1.36870834993608 0, 103.849224629811 1.36871545372969 0, 103.849220314987 1.36873203075534 0, 103.849536715494 1.3688154589412 0, 103.849527468549 1.36885098243212 0, 103.849495819296 1.36887754653835 0, 103.849366448405 1.36898612990696 0, 103.848762727203 1.36886662758172 0, 103.848750330937 1.36893006157997 0, 103.848740878289 1.36897843608543 0, 103.849370285177 1.36910302257889 0, 103.8494425954 1.36904233020579 0, 103.849608893714 1.36890275220935 0, 103.849706393393 1.36882091833287 0, 103.850010424706 1.36884567229182 0, 103.85030082059 1.36892224366771 0, 103.850328665814 1.3689701657311 0, 103.85032251437 1.36899379500417 0, 103.850321057828 1.36899939302929 0, 103.850309426153 1.36904407594122 0, 103.850141661023 1.36899983924872 0, 103.850144166169 1.368990215891 0, 103.849933377437 1.36893463514164 0, 103.849921072744 1.36898187378986 0, 103.849876011543 1.36915500650047 0, 103.849863714037 1.36920224786138 0, 103.85007450369 1.36925782952089 0, 103.850077008837 1.36924820616326 0, 103.850215554226 1.36928473788384 0, 103.850129176646 1.36943805717472 0, 103.850120782568 1.36936128123075 0, 103.850050216018 1.36948542199909 0, 103.850049761353 1.36948700192662 0, 103.850049597825 1.36948874102023 0, 103.850049844047 1.36949081743882 0, 103.850050536858 1.36949274282545 0, 103.850083487878 1.36955769313008 0, 103.849977518979 1.36974381836619 0))",kml_236,MRT,ANG MO KIO,NS16,ANG MO KIO,宏茂桥,North-South Line ,南北线,452267,619128,1071395
